Date,product,category,retailer_id,temperature_f,humidity_pct,weather_condition,holiday,discount_pct,unit_price,sales_volume,stock_quantity,reorder_level,reorder_quantity
1/2/2025,Milk and cream,"Dairy, eggs and cheese",R001,48.2,63.9,Cold,,0,7.32,106,170,50,150
1/2/2025,Yogurt and pudding,"Dairy, eggs and cheese",R005,48.2,63.9,Cold,,0,4.64,107,94,50,150
1/2/2025,Eggs,"Dairy, eggs and cheese",R004,48.2,63.9,Cold,,0,4.85,95,225,50,150
1/2/2025,Strawberry,Fruits - Berries,R002,48.2,63.9,Cold,,0,4.89,29,288,30,90
1/2/2025,Blueberry,Fruits - Berries,R002,48.2,63.9,Cold,,0,3.85,31,253,30,90
1/2/2025,Raspberries,Fruits - Berries,R002,48.2,63.9,Cold,,0,5.37,33,184,30,90
1/2/2025,Pineapple,Fruits - All weather,R001,48.2,63.9,Cold,,0,1.02,72,137,60,180
1/2/2025,Banana,Fruits - All weather,R003,48.2,63.9,Cold,,0,1.17,90,195,60,180
1/2/2025,Apples,Fruits - All weather,R004,48.2,63.9,Cold,,0,0.93,85,98,60,180
1/2/2025,Watermelon,Fruits - Melons,R002,48.2,63.9,Cold,,0,1.17,17,197,25,75
1/2/2025,Canteloupe,Fruits - Melons,R001,48.2,63.9,Cold,,0,1.76,16,339,25,75
1/2/2025,Oranges,Fruits - Citrus,R001,48.2,63.9,Cold,,0,0.78,47,141,50,150
1/2/2025,Lemon,Fruits - Citrus,R002,48.2,63.9,Cold,,0,1.11,50,248,50,150
1/2/2025,Mango,Fruits - Tropical Fruits,R004,48.2,63.9,Cold,,0,2.94,34,304,35,105
1/2/2025,Kiwi,Fruits - Tropical Fruits,R002,48.2,63.9,Cold,,0,2.18,37,262,35,105
1/2/2025,Coconut,Fruits - Tropical Fruits,R002,48.2,63.9,Cold,,0,2.61,34,145,35,105
1/2/2025,Cherries,Fruits - Seasonal,R003,48.2,63.9,Cold,,0,3.1,18,375,20,60
1/2/2025,Peach,Fruits - Seasonal,R003,48.2,63.9,Cold,,0,3.45,17,414,20,60
1/2/2025,Onion,Vegetables,R005,48.2,63.9,Cold,,0,2.19,110,206,60,180
1/2/2025,Tomatoes,Vegetables,R005,48.2,63.9,Cold,,0,2.61,106,165,60,180
1/2/2025,Carrots,Vegetables,R001,48.2,63.9,Cold,,0,2.03,81,180,60,180
1/2/2025,Cabbage,Vegetables,R003,48.2,63.9,Cold,,0,1.89,114,243,60,180
1/2/2025,Broccoli & Cauliflower,Vegetables,R003,48.2,63.9,Cold,,0,1.4,111,116,60,180
1/2/2025,Potatoes & Yams,Vegetables,R003,48.2,63.9,Cold,,0.17,1.49,142,117,60,180
1/2/2025,Cucumbers,Vegetables,R003,48.2,63.9,Cold,,0,0.85,99,268,60,180
1/2/2025,Peppers,Vegetables,R005,48.2,63.9,Cold,,0,2.16,110,185,60,180
1/2/2025,Herbs,Vegetables,R005,48.2,63.9,Cold,,0,1.72,118,185,60,180
1/2/2025,Lettuce and Greens,Vegetables,R001,48.2,63.9,Cold,,0,2.7,100,180,60,180
1/2/2025,Corn,Vegetables,R001,48.2,63.9,Cold,,0,1.31,99,102,60,180
1/2/2025,Beef,Meat,R005,48.2,63.9,Cold,,0,5.85,54,214,40,120
1/2/2025,Chicken,Meat,R002,48.2,63.9,Cold,,0,9.66,56,103,40,120
1/2/2025,Turkey,Meat,R001,48.2,63.9,Cold,,0,10.29,51,179,40,120
1/2/2025,Lamb,Meat,R003,48.2,63.9,Cold,,0,7.4,49,114,40,120
1/2/2025,Pork,Meat,R001,48.2,63.9,Cold,,0,14.93,53,253,40,120
1/2/2025,Shrimp,Seafood,R003,48.2,63.9,Cold,,0,8.21,28,261,25,75
1/2/2025,Prawns,Seafood,R004,48.2,63.9,Cold,,0,12.11,29,360,25,75
1/2/2025,Lobster,Seafood,R003,48.2,63.9,Cold,,0,23.23,26,314,25,75
1/2/2025,Crabs,Seafood,R002,48.2,63.9,Cold,,0,18.96,31,214,25,75
1/2/2025,Salmon,Seafood,R004,48.2,63.9,Cold,,0,14.93,28,318,25,75
1/2/2025,Cod,Seafood,R002,48.2,63.9,Cold,,0,15,32,306,25,75
1/2/2025,Icecream,Frozen,R003,48.2,63.9,Cold,,0,5.44,35,196,50,150
1/2/2025,Appetizers,Frozen,R001,48.2,63.9,Cold,,0,4.17,35,237,50,150
1/2/2025,Fruits and Berries,Frozen,R002,48.2,63.9,Cold,,0,5.66,35,121,50,150
1/2/2025,Meals and Sides,Frozen,R005,48.2,63.9,Cold,,0,7.32,34,180,50,150
1/2/2025,Pizza,Frozen,R003,48.2,63.9,Cold,,0,8.71,43,338,50,150
1/2/2025,Juices,Frozen,R004,48.2,63.9,Cold,,0,8.98,34,212,50,150
1/2/2025,Desserts and Dough,Frozen,R005,48.2,63.9,Cold,,0,4.15,38,170,50,150
1/2/2025,Popsicles,Frozen,R002,48.2,63.9,Cold,,0,6.13,32,332,50,150
1/3/2025,Cocoa & Hot chocolate,Hot Beverages,R003,39,81.7,Rainy,,0,9.15,94,150,50,150
1/3/2025,Coffee,Hot Beverages,R005,39,81.7,Rainy,,0,9.85,69,150,50,150
1/3/2025,Tea,Hot Beverages,R002,39,81.7,Rainy,,0,11.64,105,195,50,150
1/3/2025,Coconut water,Cold Beverages,R002,39,81.7,Rainy,,0,1.84,80,116,80,240
1/3/2025,Juice and smoothies,Cold Beverages,R002,39,81.7,Rainy,,0,3.11,82,104,80,240
1/3/2025,Soft drinks,Cold Beverages,R004,39,81.7,Rainy,,0.1,3.72,93,289,80,240
1/3/2025,Sports drinks,Cold Beverages,R001,39,81.7,Rainy,,0,2.69,100,264,80,240
1/3/2025,Water,Hydration,R005,39,81.7,Rainy,,0,1.54,81,257,100,300
1/3/2025,Sparkling water,Hydration,R004,39,81.7,Rainy,,0,1.73,85,315,100,300
1/3/2025,"Breakfast, syrup and cereal",Pantry,R002,39,81.7,Rainy,,0,5.05,147,121,60,180
1/3/2025,Condiments and spice,Pantry,R001,39,81.7,Rainy,,0,3.34,81,180,60,180
1/3/2025,"Grains, pasta",Pantry,R001,39,81.7,Rainy,,0,3.87,79,180,60,180
1/3/2025,Soups,Canned Goods,R002,39,81.7,Rainy,,0,2.71,114,221,70,210
1/3/2025,Vegetables,Canned Goods,R005,39,81.7,Rainy,,0,1.57,116,77,70,210
1/3/2025,Fruits,Canned Goods,R005,39,81.7,Rainy,,0,2.63,115,260,70,210
1/3/2025,Bagels and Muffins,Bread and Bakery,R001,39,81.7,Rainy,,0,3.46,133,188,40,120
1/3/2025,Sandwich breads,Bread and Bakery,R004,39,81.7,Rainy,,0,5.88,73,120,40,120
1/3/2025,Pitas and flatbreads,Bread and Bakery,R005,39,81.7,Rainy,,0,3.52,129,209,40,120
1/3/2025,Cookies and bakery snacks,Bread and Bakery,R004,39,81.7,Rainy,,0,3.48,151,120,40,120
1/3/2025,Baguettes and french breads,Bread and Bakery,R005,39,81.7,Rainy,,0,3.95,149,187,40,120
1/3/2025,Butter,"Dairy, eggs and cheese",R005,39,81.7,Rainy,,0,7.85,112,122,50,150
1/3/2025,Cheese - american,"Dairy, eggs and cheese",R002,39,81.7,Rainy,,0,5.62,112,157,50,150
1/3/2025,Cheese - cheddar,"Dairy, eggs and cheese",R004,39,81.7,Rainy,,0,7.83,119,125,50,150
1/3/2025,Cheese - mozerella,"Dairy, eggs and cheese",R002,39,81.7,Rainy,,0,6.36,109,188,50,150
1/3/2025,Milk and cream,"Dairy, eggs and cheese",R003,39,81.7,Rainy,,0,7.32,133,187,50,150
1/3/2025,Yogurt and pudding,"Dairy, eggs and cheese",R005,39,81.7,Rainy,,0,4.64,94,150,50,150
1/3/2025,Eggs,"Dairy, eggs and cheese",R002,39,81.7,Rainy,,0,4.85,120,105,50,150
1/3/2025,Strawberry,Fruits - Berries,R001,39,81.7,Rainy,,0,4.89,50,238,30,90
1/3/2025,Blueberry,Fruits - Berries,R002,39,81.7,Rainy,,0,3.85,45,208,30,90
1/3/2025,Raspberries,Fruits - Berries,R003,39,81.7,Rainy,,0,5.37,52,132,30,90
1/3/2025,Pineapple,Fruits - All weather,R001,39,81.7,Rainy,,0,1.02,96,221,60,180
1/3/2025,Banana,Fruits - All weather,R002,39,81.7,Rainy,,0,1.17,103,92,60,180
1/3/2025,Apples,Fruits - All weather,R002,39,81.7,Rainy,,0,0.93,94,184,60,180
1/3/2025,Watermelon,Fruits - Melons,R001,39,81.7,Rainy,,0,1.17,39,158,25,75
1/3/2025,Canteloupe,Fruits - Melons,R003,39,81.7,Rainy,,0,1.76,37,302,25,75
1/3/2025,Oranges,Fruits - Citrus,R004,39,81.7,Rainy,,0,0.78,70,71,50,150
1/3/2025,Lemon,Fruits - Citrus,R004,39,81.7,Rainy,,0.22,1.11,77,171,50,150
1/3/2025,Mango,Fruits - Tropical Fruits,R005,39,81.7,Rainy,,0,2.94,42,262,35,105
1/3/2025,Kiwi,Fruits - Tropical Fruits,R001,39,81.7,Rainy,,0,2.18,38,224,35,105
1/3/2025,Coconut,Fruits - Tropical Fruits,R005,39,81.7,Rainy,,0,2.61,40,105,35,105
1/3/2025,Cherries,Fruits - Seasonal,R001,39,81.7,Rainy,,0,3.1,31,344,20,60
1/3/2025,Peach,Fruits - Seasonal,R003,39,81.7,Rainy,,0,3.45,32,382,20,60
1/3/2025,Onion,Vegetables,R004,39,81.7,Rainy,,0,2.19,133,73,60,180
1/3/2025,Tomatoes,Vegetables,R005,39,81.7,Rainy,,0,2.61,107,238,60,180
1/3/2025,Carrots,Vegetables,R002,39,81.7,Rainy,,0,2.03,99,81,60,180
1/3/2025,Cabbage,Vegetables,R003,39,81.7,Rainy,,0,1.89,114,129,60,180
1/3/2025,Broccoli & Cauliflower,Vegetables,R001,39,81.7,Rainy,,0,1.4,98,198,60,180
1/3/2025,Potatoes & Yams,Vegetables,R004,39,81.7,Rainy,,0,1.49,112,185,60,180
1/3/2025,Cucumbers,Vegetables,R004,39,81.7,Rainy,,0,0.85,103,165,60,180
1/3/2025,Peppers,Vegetables,R005,39,81.7,Rainy,,0,2.16,109,76,60,180
1/3/2025,Herbs,Vegetables,R004,39,81.7,Rainy,,0,1.72,117,68,60,180
1/3/2025,Lettuce and Greens,Vegetables,R001,39,81.7,Rainy,,0,2.7,107,73,60,180
1/3/2025,Corn,Vegetables,R004,39,81.7,Rainy,,0,1.31,102,180,60,180
1/3/2025,Beef,Meat,R004,39,81.7,Rainy,,0,5.85,91,123,40,120
1/3/2025,Chicken,Meat,R003,39,81.7,Rainy,,0,9.66,73,150,40,120
1/3/2025,Turkey,Meat,R002,39,81.7,Rainy,,0,10.29,79,100,40,120
1/3/2025,Lamb,Meat,R003,39,81.7,Rainy,,0,7.4,75,159,40,120
1/3/2025,Pork,Meat,R004,39,81.7,Rainy,,0,14.93,99,154,40,120
1/3/2025,Shrimp,Seafood,R004,39,81.7,Rainy,,0,8.21,35,226,25,75
1/3/2025,Prawns,Seafood,R001,39,81.7,Rainy,,0,12.11,41,319,25,75
1/3/2025,Lobster,Seafood,R005,39,81.7,Rainy,,0,23.23,31,283,25,75
1/3/2025,Crabs,Seafood,R002,39,81.7,Rainy,,0.24,18.96,46,168,25,75
1/3/2025,Salmon,Seafood,R001,39,81.7,Rainy,,0,14.93,38,280,25,75
1/3/2025,Cod,Seafood,R002,39,81.7,Rainy,,0,15,36,270,25,75
1/3/2025,Icecream,Frozen,R001,39,81.7,Rainy,,0,5.44,75,121,50,150
1/3/2025,Appetizers,Frozen,R002,39,81.7,Rainy,,0,4.17,64,173,50,150
1/3/2025,Fruits and Berries,Frozen,R001,39,81.7,Rainy,,0,5.66,79,192,50,150
1/3/2025,Meals and Sides,Frozen,R002,39,81.7,Rainy,,0,7.32,76,104,50,150
1/3/2025,Pizza,Frozen,R003,39,81.7,Rainy,,0,8.71,74,264,50,150
1/3/2025,Juices,Frozen,R002,39,81.7,Rainy,,0,8.98,68,144,50,150
1/3/2025,Desserts and Dough,Frozen,R001,39,81.7,Rainy,,0,4.15,73,97,50,150
1/3/2025,Popsicles,Frozen,R002,39,81.7,Rainy,,0,6.13,70,262,50,150
1/4/2025,Cocoa & Hot chocolate,Hot Beverages,R001,50,60.5,Snow,,0,9.15,91,59,50,150
1/4/2025,Coffee,Hot Beverages,R003,50,60.5,Snow,,0,9.85,104,196,50,150
1/4/2025,Tea,Hot Beverages,R004,50,60.5,Snow,,0,11.64,103,92,50,150
1/4/2025,Coconut water,Cold Beverages,R002,50,60.5,Snow,,0,1.84,63,293,80,240
1/4/2025,Juice and smoothies,Cold Beverages,R002,50,60.5,Snow,,0.19,3.11,62,282,80,240
1/4/2025,Soft drinks,Cold Beverages,R005,50,60.5,Snow,,0.2,3.72,77,212,80,240
1/4/2025,Sports drinks,Cold Beverages,R005,50,60.5,Snow,,0,2.69,53,211,80,240
1/4/2025,Water,Hydration,R003,50,60.5,Snow,,0,1.54,83,174,100,300
1/4/2025,Sparkling water,Hydration,R003,50,60.5,Snow,,0,1.73,84,231,100,300
1/4/2025,"Breakfast, syrup and cereal",Pantry,R001,50,60.5,Snow,,0.18,5.05,121,180,60,180
1/4/2025,Condiments and spice,Pantry,R004,50,60.5,Snow,,0,3.34,105,75,60,180
1/4/2025,"Grains, pasta",Pantry,R004,50,60.5,Snow,,0.24,3.87,121,239,60,180
1/4/2025,Soups,Canned Goods,R004,50,60.5,Snow,,0,2.71,97,124,70,210
1/4/2025,Vegetables,Canned Goods,R005,50,60.5,Snow,,0,1.57,77,210,70,210
1/4/2025,Fruits,Canned Goods,R003,50,60.5,Snow,,0,2.63,78,182,70,210
1/4/2025,Bagels and Muffins,Bread and Bakery,R005,50,60.5,Snow,,0,3.46,106,82,40,120
1/4/2025,Sandwich breads,Bread and Bakery,R004,50,60.5,Snow,,0,5.88,90,150,40,120
1/4/2025,Pitas and flatbreads,Bread and Bakery,R005,50,60.5,Snow,,0,3.52,111,98,40,120
1/4/2025,Cookies and bakery snacks,Bread and Bakery,R002,50,60.5,Snow,,0,3.48,106,134,40,120
1/4/2025,Baguettes and french breads,Bread and Bakery,R001,50,60.5,Snow,,0,3.95,119,68,40,120
1/4/2025,Butter,"Dairy, eggs and cheese",R004,50,60.5,Snow,,0,7.85,122,150,50,150
1/4/2025,Cheese - american,"Dairy, eggs and cheese",R004,50,60.5,Snow,,0,5.62,103,54,50,150
1/4/2025,Cheese - cheddar,"Dairy, eggs and cheese",R004,50,60.5,Snow,,0,7.83,109,166,50,150
1/4/2025,Cheese - mozerella,"Dairy, eggs and cheese",R004,50,60.5,Snow,,0,6.36,121,67,50,150
1/4/2025,Milk and cream,"Dairy, eggs and cheese",R002,50,60.5,Snow,,0,7.32,124,63,50,150
1/4/2025,Yogurt and pudding,"Dairy, eggs and cheese",R003,50,60.5,Snow,,0,4.64,128,172,50,150
1/4/2025,Eggs,"Dairy, eggs and cheese",R003,50,60.5,Snow,,0,4.85,105,150,50,150
1/4/2025,Strawberry,Fruits - Berries,R005,50,60.5,Snow,,0,4.89,38,200,30,90
1/4/2025,Blueberry,Fruits - Berries,R003,50,60.5,Snow,,0,3.85,39,169,30,90
1/4/2025,Raspberries,Fruits - Berries,R005,50,60.5,Snow,,0,5.37,42,90,30,90
1/4/2025,Pineapple,Fruits - All weather,R001,50,60.5,Snow,,0,1.02,93,128,60,180
1/4/2025,Banana,Fruits - All weather,R004,50,60.5,Snow,,0,1.17,92,180,60,180
1/4/2025,Apples,Fruits - All weather,R002,50,60.5,Snow,,0,0.93,93,91,60,180
1/4/2025,Watermelon,Fruits - Melons,R004,50,60.5,Snow,,0,1.17,20,138,25,75
1/4/2025,Canteloupe,Fruits - Melons,R001,50,60.5,Snow,,0,1.76,21,281,25,75
1/4/2025,Oranges,Fruits - Citrus,R002,50,60.5,Snow,,0.09,0.78,64,157,50,150
1/4/2025,Lemon,Fruits - Citrus,R005,50,60.5,Snow,,0,1.11,59,112,50,150
1/4/2025,Mango,Fruits - Tropical Fruits,R005,50,60.5,Snow,,0,2.94,38,224,35,105
1/4/2025,Kiwi,Fruits - Tropical Fruits,R004,50,60.5,Snow,,0,2.18,41,183,35,105
1/4/2025,Coconut,Fruits - Tropical Fruits,R005,50,60.5,Snow,,0,2.61,43,62,35,105
1/4/2025,Cherries,Fruits - Seasonal,R004,50,60.5,Snow,,0,3.1,20,324,20,60
1/4/2025,Peach,Fruits - Seasonal,R003,50,60.5,Snow,,0,3.45,21,361,20,60
1/4/2025,Onion,Vegetables,R002,50,60.5,Snow,,0,2.19,73,180,60,180
1/4/2025,Tomatoes,Vegetables,R005,50,60.5,Snow,,0,2.61,134,104,60,180
1/4/2025,Carrots,Vegetables,R002,50,60.5,Snow,,0,2.03,81,180,60,180
