ds,product,category,retailer_id,temperature_f,humidity_pct,weather_condition,holiday,discount_pct,unit_price,sales_volume,stock_quantity,reorder_level,reorder_quantity
2024-01-01,Cheese - american,"Dairy, eggs and cheese",R002,52.3,79.5,Snow,New Year's Day,0.0,7.71,114,241,50,150
2024-01-01,Cheese - cheddar,"Dairy, eggs and cheese",R004,52.3,79.5,Snow,New Year's Day,0.11,2.5,146,244,50,150
2024-01-01,Cheese - mozerella,"Dairy, eggs and cheese",R005,52.3,79.5,Snow,New Year's Day,0.0,6.55,124,226,50,150
2024-01-01,Milk and cream,"Dairy, eggs and cheese",R003,52.3,79.5,Snow,New Year's Day,0.0,7.05,105,169,50,150
2024-01-01,Yogurt and pudding,"Dairy, eggs and cheese",R003,52.3,79.5,Snow,New Year's Day,0.0,2.94,127,245,50,150
2024-01-01,Eggs,"Dairy, eggs and cheese",R005,52.3,79.5,Snow,New Year's Day,0.0,3.95,137,95,50,150
2024-01-01,Strawberry,Fruits - Berries,R001,52.3,79.5,Snow,New Year's Day,0.0,3.91,35,461,30,90
2024-01-01,Blueberry,Fruits - Berries,R005,52.3,79.5,Snow,New Year's Day,0.0,4.62,40,168,30,90
2024-01-01,Raspberries,Fruits - Berries,R002,52.3,79.5,Snow,New Year's Day,0.0,4.09,44,290,30,90
2024-01-01,Pineapple,Fruits - All weather,R002,52.3,79.5,Snow,New Year's Day,0.0,1.38,81,397,60,180
2024-01-01,Banana,Fruits - All weather,R005,52.3,79.5,Snow,New Year's Day,0.0,1.41,90,117,60,180
2024-01-01,Apples,Fruits - All weather,R001,52.3,79.5,Snow,New Year's Day,0.0,0.81,94,320,60,180
2024-01-01,Watermelon,Fruits - Melons,R004,52.3,79.5,Snow,New Year's Day,0.0,1.85,21,383,25,75
2024-01-01,Canteloupe,Fruits - Melons,R004,52.3,79.5,Snow,New Year's Day,0.0,0.78,20,381,25,75
2024-01-01,Oranges,Fruits - Citrus,R004,52.3,79.5,Snow,New Year's Day,0.0,0.57,64,285,50,150
2024-01-01,Lemon,Fruits - Citrus,R004,52.3,79.5,Snow,New Year's Day,0.0,1.02,57,279,50,150
2024-01-01,Mango,Fruits - Tropical Fruits,R001,52.3,79.5,Snow,New Year's Day,0.0,3.49,45,385,35,105
2024-01-01,Kiwi,Fruits - Tropical Fruits,R001,52.3,79.5,Snow,New Year's Day,0.0,3.54,34,361,35,105
2024-01-01,Coconut,Fruits - Tropical Fruits,R003,52.3,79.5,Snow,New Year's Day,0.0,3.97,42,348,35,105
2024-01-01,Cherries,Fruits - Seasonal,R005,52.3,79.5,Snow,New Year's Day,0.0,4.64,21,342,20,60
2024-01-01,Peach,Fruits - Seasonal,R005,52.3,79.5,Snow,New Year's Day,0.0,3.16,23,181,20,60
2024-01-01,Onion,Vegetables,R002,52.3,79.5,Snow,New Year's Day,0.0,2.35,124,279,60,180
2024-01-01,Tomatoes,Vegetables,R005,52.3,79.5,Snow,New Year's Day,0.0,2.8,140,69,60,180
2024-01-01,Carrots,Vegetables,R002,52.3,79.5,Snow,New Year's Day,0.0,0.72,136,310,60,180
2024-01-01,Cabbage,Vegetables,R005,52.3,79.5,Snow,New Year's Day,0.0,1.73,137,299,60,180
2024-01-01,Broccoli & Cauliflower,Vegetables,R005,52.3,79.5,Snow,New Year's Day,0.0,0.88,121,113,60,180
2024-01-01,Potatoes & Yams,Vegetables,R003,52.3,79.5,Snow,New Year's Day,0.0,0.85,146,140,60,180
2024-01-01,Cucumbers,Vegetables,R005,52.3,79.5,Snow,New Year's Day,0.0,1.69,119,199,60,180
2024-01-01,Peppers,Vegetables,R003,52.3,79.5,Snow,New Year's Day,0.0,2.17,171,93,60,180
2024-01-01,Herbs,Vegetables,R002,52.3,79.5,Snow,New Year's Day,0.0,2.92,114,357,60,180
2024-01-01,Lettuce and Greens,Vegetables,R005,52.3,79.5,Snow,New Year's Day,0.0,0.82,114,195,60,180
2024-01-01,Corn,Vegetables,R005,52.3,79.5,Snow,New Year's Day,0.0,1.75,134,294,60,180
2024-01-01,Beef,Meat,R002,52.3,79.5,Snow,New Year's Day,0.22,14.96,114,154,40,120
2024-01-01,Chicken,Meat,R001,52.3,79.5,Snow,New Year's Day,0.0,12.64,85,204,40,120
2024-01-01,Turkey,Meat,R004,52.3,79.5,Snow,New Year's Day,0.0,10.31,81,143,40,120
2024-01-01,Lamb,Meat,R004,52.3,79.5,Snow,New Year's Day,0.0,7.42,77,180,40,120
2024-01-01,Pork,Meat,R005,52.3,79.5,Snow,New Year's Day,0.0,11.3,73,169,40,120
2024-01-01,Shrimp,Seafood,R005,52.3,79.5,Snow,New Year's Day,0.0,11.69,35,191,25,75
2024-01-01,Prawns,Seafood,R001,52.3,79.5,Snow,New Year's Day,0.0,18.58,35,285,25,75
2024-01-01,Lobster,Seafood,R001,52.3,79.5,Snow,New Year's Day,0.0,18.67,32,180,25,75
2024-01-01,Crabs,Seafood,R002,52.3,79.5,Snow,New Year's Day,0.0,14.03,32,453,25,75
2024-01-01,Salmon,Seafood,R002,52.3,79.5,Snow,New Year's Day,0.0,21.3,32,418,25,75
2024-01-01,Cod,Seafood,R002,52.3,79.5,Snow,New Year's Day,0.0,14.25,32,193,25,75
2024-01-01,Icecream,Frozen,R005,52.3,79.5,Snow,New Year's Day,0.0,5.8,47,246,50,150
2024-01-01,Appetizers,Frozen,R003,52.3,79.5,Snow,New Year's Day,0.0,7.98,41,329,50,150
2024-01-01,Fruits and Berries,Frozen,R004,52.3,79.5,Snow,New Year's Day,0.0,4.49,42,316,50,150
2024-01-01,Meals and Sides,Frozen,R004,52.3,79.5,Snow,New Year's Day,0.0,4.1,40,213,50,150
2024-01-01,Pizza,Frozen,R003,52.3,79.5,Snow,New Year's Day,0.0,6.44,46,247,50,150
2024-01-01,Juices,Frozen,R002,52.3,79.5,Snow,New Year's Day,0.0,5.6,42,214,50,150
2024-01-01,Desserts and Dough,Frozen,R002,52.3,79.5,Snow,New Year's Day,0.0,8.23,43,229,50,150
2024-01-01,Popsicles,Frozen,R001,52.3,79.5,Snow,New Year's Day,0.0,4.48,51,407,50,150
2024-01-02,Cocoa & Hot chocolate,Hot Beverages,R002,39.7,71.0,Sunny,,0.0,10.69,59,223,50,150
2024-01-02,Coffee,Hot Beverages,R005,39.7,71.0,Sunny,,0.0,11.71,61,53,50,150
2024-01-02,Tea,Hot Beverages,R005,39.7,71.0,Sunny,,0.0,6.45,64,59,50,150
2024-01-02,Coconut water,Cold Beverages,R004,39.7,71.0,Sunny,,0.0,3.99,69,292,80,240
2024-01-02,Juice and smoothies,Cold Beverages,R003,39.7,71.0,Sunny,,0.0,1.98,75,226,80,240
2024-01-02,Soft drinks,Cold Beverages,R002,39.7,71.0,Sunny,,0.0,3.17,78,294,80,240
2024-01-02,Sports drinks,Cold Beverages,R004,39.7,71.0,Sunny,,0.17,1.72,85,283,80,240
2024-01-02,Water,Hydration,R002,39.7,71.0,Sunny,,0.0,2.13,69,398,100,300
2024-01-02,Sparkling water,Hydration,R003,39.7,71.0,Sunny,,0.0,1.22,70,369,100,300
2024-01-02,"Breakfast, syrup and cereal",Pantry,R004,39.7,71.0,Sunny,,0.0,5.52,61,89,60,180
2024-01-02,Condiments and spice,Pantry,R001,39.7,71.0,Sunny,,0.0,5.61,55,203,60,180
2024-01-02,"Grains, pasta",Pantry,R005,39.7,71.0,Sunny,,0.0,5.82,63,243,60,180
2024-01-02,Soups,Canned Goods,R002,39.7,71.0,Sunny,,0.0,1.82,51,259,70,210
2024-01-02,Vegetables,Canned Goods,R002,39.7,71.0,Sunny,,0.0,2.71,58,340,70,210
2024-01-02,Fruits,Canned Goods,R004,39.7,71.0,Sunny,,0.0,2.96,47,315,70,210
2024-01-02,Bagels and Muffins,Bread and Bakery,R005,39.7,71.0,Sunny,,0.0,2.89,67,309,40,120
2024-01-02,Sandwich breads,Bread and Bakery,R005,39.7,71.0,Sunny,,0.0,4.3,61,298,40,120
2024-01-02,Pitas and flatbreads,Bread and Bakery,R005,39.7,71.0,Sunny,,0.0,5.84,68,235,40,120
2024-01-02,Cookies and bakery snacks,Bread and Bakery,R001,39.7,71.0,Sunny,,0.0,5.08,64,240,40,120
2024-01-02,Baguettes and french breads,Bread and Bakery,R002,39.7,71.0,Sunny,,0.0,4.04,75,124,40,120
2024-01-02,Butter,"Dairy, eggs and cheese",R005,39.7,71.0,Sunny,,0.0,3.82,76,154,50,150
2024-01-02,Cheese - american,"Dairy, eggs and cheese",R002,39.7,71.0,Sunny,,0.0,7.71,79,162,50,150
2024-01-02,Cheese - cheddar,"Dairy, eggs and cheese",R003,39.7,71.0,Sunny,,0.0,2.5,71,173,50,150
2024-01-02,Cheese - mozerella,"Dairy, eggs and cheese",R002,39.7,71.0,Sunny,,0.0,6.55,70,156,50,150
2024-01-02,Milk and cream,"Dairy, eggs and cheese",R003,39.7,71.0,Sunny,,0.0,7.05,75,94,50,150
2024-01-02,Yogurt and pudding,"Dairy, eggs and cheese",R003,39.7,71.0,Sunny,,0.0,2.94,79,166,50,150
2024-01-02,Eggs,"Dairy, eggs and cheese",R002,39.7,71.0,Sunny,,0.0,3.95,77,168,50,150
2024-01-02,Strawberry,Fruits - Berries,R004,39.7,71.0,Sunny,,0.0,3.91,50,411,30,90
2024-01-02,Blueberry,Fruits - Berries,R002,39.7,71.0,Sunny,,0.0,4.62,52,116,30,90
2024-01-02,Raspberries,Fruits - Berries,R001,39.7,71.0,Sunny,,0.0,4.09,44,246,30,90
2024-01-02,Pineapple,Fruits - All weather,R002,39.7,71.0,Sunny,,0.0,1.38,75,322,60,180
2024-01-02,Banana,Fruits - All weather,R002,39.7,71.0,Sunny,,0.0,1.41,82,215,60,180
2024-01-02,Apples,Fruits - All weather,R005,39.7,71.0,Sunny,,0.0,0.81,82,238,60,180
2024-01-02,Watermelon,Fruits - Melons,R001,39.7,71.0,Sunny,,0.0,1.85,32,351,25,75
2024-01-02,Canteloupe,Fruits - Melons,R001,39.7,71.0,Sunny,,0.0,0.78,24,357,25,75
2024-01-02,Oranges,Fruits - Citrus,R003,39.7,71.0,Sunny,,0.0,0.57,46,239,50,150
2024-01-02,Lemon,Fruits - Citrus,R004,39.7,71.0,Sunny,,0.0,1.02,46,233,50,150
2024-01-02,Mango,Fruits - Tropical Fruits,R004,39.7,71.0,Sunny,,0.0,3.49,33,352,35,105
2024-01-02,Kiwi,Fruits - Tropical Fruits,R003,39.7,71.0,Sunny,,0.0,3.54,33,328,35,105
2024-01-02,Coconut,Fruits - Tropical Fruits,R005,39.7,71.0,Sunny,,0.0,3.97,37,311,35,105
2024-01-02,Cherries,Fruits - Seasonal,R004,39.7,71.0,Sunny,,0.0,4.64,35,307,20,60
2024-01-02,Peach,Fruits - Seasonal,R002,39.7,71.0,Sunny,,0.0,3.16,35,146,20,60
2024-01-02,Onion,Vegetables,R003,39.7,71.0,Sunny,,0.0,2.35,106,173,60,180
2024-01-02,Tomatoes,Vegetables,R001,39.7,71.0,Sunny,,0.0,2.8,69,180,60,180
2024-01-02,Carrots,Vegetables,R001,39.7,71.0,Sunny,,0.0,0.72,107,203,60,180
2024-01-02,Cabbage,Vegetables,R002,39.7,71.0,Sunny,,0.0,1.73,101,198,60,180
2024-01-02,Broccoli & Cauliflower,Vegetables,R004,39.7,71.0,Sunny,,0.21,0.88,113,180,60,180
2024-01-02,Potatoes & Yams,Vegetables,R001,39.7,71.0,Sunny,,0.0,0.85,104,216,60,180
2024-01-02,Cucumbers,Vegetables,R001,39.7,71.0,Sunny,,0.0,1.69,93,106,60,180
2024-01-02,Peppers,Vegetables,R005,39.7,71.0,Sunny,,0.0,2.17,89,184,60,180
2024-01-02,Herbs,Vegetables,R004,39.7,71.0,Sunny,,0.0,2.92,104,253,60,180
2024-01-02,Lettuce and Greens,Vegetables,R001,39.7,71.0,Sunny,,0.0,0.82,109,86,60,180
2024-01-02,Corn,Vegetables,R005,39.7,71.0,Sunny,,0.0,1.75,75,219,60,180
2024-01-02,Beef,Meat,R003,39.7,71.0,Sunny,,0.0,14.96,79,75,40,120
2024-01-02,Chicken,Meat,R003,39.7,71.0,Sunny,,0.0,12.64,62,142,40,120
2024-01-02,Turkey,Meat,R005,39.7,71.0,Sunny,,0.0,10.31,65,78,40,120
2024-01-02,Lamb,Meat,R003,39.7,71.0,Sunny,,0.0,7.42,71,109,40,120
2024-01-02,Pork,Meat,R002,39.7,71.0,Sunny,,0.0,11.3,72,97,40,120
2024-01-02,Shrimp,Seafood,R005,39.7,71.0,Sunny,,0.0,11.69,34,157,25,75
2024-01-02,Prawns,Seafood,R002,39.7,71.0,Sunny,,0.0,18.58,34,251,25,75
2024-01-02,Lobster,Seafood,R002,39.7,71.0,Sunny,,0.0,18.67,34,146,25,75
2024-01-02,Crabs,Seafood,R004,39.7,71.0,Sunny,,0.0,14.03,35,418,25,75
2024-01-02,Salmon,Seafood,R005,39.7,71.0,Sunny,,0.0,21.3,35,383,25,75
2024-01-02,Cod,Seafood,R003,39.7,71.0,Sunny,,0.0,14.25,39,154,25,75
2024-01-02,Icecream,Frozen,R001,39.7,71.0,Sunny,,0.0,5.8,56,190,50,150
2024-01-02,Appetizers,Frozen,R004,39.7,71.0,Sunny,,0.0,7.98,59,270,50,150
2024-01-02,Fruits and Berries,Frozen,R004,39.7,71.0,Sunny,,0.0,4.49,58,258,50,150
2024-01-02,Meals and Sides,Frozen,R003,39.7,71.0,Sunny,,0.0,4.1,55,158,50,150
2024-01-02,Pizza,Frozen,R004,39.7,71.0,Sunny,,0.0,6.44,60,187,50,150
2024-01-02,Juices,Frozen,R003,39.7,71.0,Sunny,,0.0,5.6,68,146,50,150
2024-01-02,Desserts and Dough,Frozen,R005,39.7,71.0,Sunny,,0.0,8.23,55,174,50,150
2024-01-02,Popsicles,Frozen,R005,39.7,71.0,Sunny,,0.19,4.48,81,326,50,150
2024-01-03,Cocoa & Hot chocolate,Hot Beverages,R001,52.9,69.9,Cold,,0.0,10.69,87,136,50,150
2024-01-03,Coffee,Hot Beverages,R001,52.9,69.9,Cold,,0.0,11.71,53,150,50,150
2024-01-03,Tea,Hot Beverages,R005,52.9,69.9,Cold,,0.0,6.45,59,150,50,150
2024-01-03,Coconut water,Cold Beverages,R005,52.9,69.9,Cold,,0.0,3.99,46,246,80,240
2024-01-03,Juice and smoothies,Cold Beverages,R002,52.9,69.9,Cold,,0.0,1.98,42,184,80,240
2024-01-03,Soft drinks,Cold Beverages,R003,52.9,69.9,Cold,,0.0,3.17,47,247,80,240
2024-01-03,Sports drinks,Cold Beverages,R005,52.9,69.9,Cold,,0.0,1.72,58,225,80,240
2024-01-03,Water,Hydration,R004,52.9,69.9,Cold,,0.0,2.13,63,335,100,300
2024-01-03,Sparkling water,Hydration,R004,52.9,69.9,Cold,,0.0,1.22,65,304,100,300
2024-01-03,"Breakfast, syrup and cereal",Pantry,R003,52.9,69.9,Cold,,0.0,5.52,78,191,60,180
2024-01-03,Condiments and spice,Pantry,R002,52.9,69.9,Cold,,0.0,5.61,75,128,60,180
2024-01-03,"Grains, pasta",Pantry,R005,52.9,69.9,Cold,,0.0,5.82,62,181,60,180
2024-01-03,Soups,Canned Goods,R004,52.9,69.9,Cold,,0.0,1.82,51,208,70,210
2024-01-03,Vegetables,Canned Goods,R001,52.9,69.9,Cold,,0.0,2.71,60,280,70,210
2024-01-03,Fruits,Canned Goods,R003,52.9,69.9,Cold,,0.0,2.96,66,249,70,210
2024-01-03,Bagels and Muffins,Bread and Bakery,R002,52.9,69.9,Cold,,0.0,2.89,69,240,40,120
2024-01-03,Sandwich breads,Bread and Bakery,R004,52.9,69.9,Cold,,0.0,4.3,74,224,40,120
2024-01-03,Pitas and flatbreads,Bread and Bakery,R002,52.9,69.9,Cold,,0.0,5.84,75,160,40,120
2024-01-03,Cookies and bakery snacks,Bread and Bakery,R003,52.9,69.9,Cold,,0.0,5.08,65,175,40,120
2024-01-03,Baguettes and french breads,Bread and Bakery,R004,52.9,69.9,Cold,,0.0,4.04,60,64,40,120
2024-01-03,Butter,"Dairy, eggs and cheese",R003,52.9,69.9,Cold,,0.0,3.82,110,194,50,150
2024-01-03,Cheese - american,"Dairy, eggs and cheese",R002,52.9,69.9,Cold,,0.0,7.71,96,66,50,150
2024-01-03,Cheese - cheddar,"Dairy, eggs and cheese",R004,52.9,69.9,Cold,,0.0,2.5,93,80,50,150
2024-01-03,Cheese - mozerella,"Dairy, eggs and cheese",R004,52.9,69.9,Cold,,0.0,6.55,100,56,50,150
2024-01-03,Milk and cream,"Dairy, eggs and cheese",R003,52.9,69.9,Cold,,0.0,7.05,88,156,50,150
2024-01-03,Yogurt and pudding,"Dairy, eggs and cheese",R002,52.9,69.9,Cold,,0.0,2.94,100,66,50,150
2024-01-03,Eggs,"Dairy, eggs and cheese",R002,52.9,69.9,Cold,,0.0,3.95,78,90,50,150
2024-01-03,Strawberry,Fruits - Berries,R001,52.9,69.9,Cold,,0.0,3.91,30,381,30,90
2024-01-03,Blueberry,Fruits - Berries,R004,52.9,69.9,Cold,,0.0,4.62,31,85,30,90
2024-01-03,Raspberries,Fruits - Berries,R004,52.9,69.9,Cold,,0.0,4.09,29,217,30,90
2024-01-03,Pineapple,Fruits - All weather,R002,52.9,69.9,Cold,,0.0,1.38,77,245,60,180
2024-01-03,Banana,Fruits - All weather,R001,52.9,69.9,Cold,,0.0,1.41,70,145,60,180
2024-01-03,Apples,Fruits - All weather,R002,52.9,69.9,Cold,,0.0,0.81,80,158,60,180
2024-01-03,Watermelon,Fruits - Melons,R002,52.9,69.9,Cold,,0.0,1.85,14,337,25,75
2024-01-03,Canteloupe,Fruits - Melons,R002,52.9,69.9,Cold,,0.0,0.78,17,340,25,75
2024-01-03,Oranges,Fruits - Citrus,R002,52.9,69.9,Cold,,0.0,0.57,47,192,50,150
2024-01-03,Lemon,Fruits - Citrus,R005,52.9,69.9,Cold,,0.0,1.02,53,180,50,150
2024-01-03,Mango,Fruits - Tropical Fruits,R002,52.9,69.9,Cold,,0.0,3.49,29,323,35,105
2024-01-03,Kiwi,Fruits - Tropical Fruits,R004,52.9,69.9,Cold,,0.0,3.54,31,297,35,105
2024-01-03,Coconut,Fruits - Tropical Fruits,R003,52.9,69.9,Cold,,0.0,3.97,32,279,35,105
2024-01-03,Cherries,Fruits - Seasonal,R003,52.9,69.9,Cold,,0.0,4.64,17,290,20,60
2024-01-03,Peach,Fruits - Seasonal,R001,52.9,69.9,Cold,,0.0,3.16,16,130,20,60
2024-01-03,Onion,Vegetables,R003,52.9,69.9,Cold,,0.18,2.35,134,219,60,180
2024-01-03,Tomatoes,Vegetables,R004,52.9,69.9,Cold,,0.0,2.8,112,68,60,180
2024-01-03,Carrots,Vegetables,R002,52.9,69.9,Cold,,0.0,0.72,98,105,60,180
2024-01-03,Cabbage,Vegetables,R001,52.9,69.9,Cold,,0.0,1.73,117,81,60,180
2024-01-03,Broccoli & Cauliflower,Vegetables,R003,52.9,69.9,Cold,,0.0,0.88,102,78,60,180
2024-01-03,Potatoes & Yams,Vegetables,R003,52.9,69.9,Cold,,0.0,0.85,120,96,60,180
2024-01-03,Cucumbers,Vegetables,R003,52.9,69.9,Cold,,0.0,1.69,100,186,60,180
2024-01-03,Peppers,Vegetables,R004,52.9,69.9,Cold,,0.0,2.17,85,99,60,180
2024-01-03,Herbs,Vegetables,R005,52.9,69.9,Cold,,0.0,2.92,98,155,60,180
2024-01-03,Lettuce and Greens,Vegetables,R001,52.9,69.9,Cold,,0.0,0.82,86,180,60,180
2024-01-03,Corn,Vegetables,R001,52.9,69.9,Cold,,0.0,1.75,108,111,60,180
2024-01-03,Beef,Meat,R004,52.9,69.9,Cold,,0.1,14.96,69,126,40,120
2024-01-03,Chicken,Meat,R002,52.9,69.9,Cold,,0.0,12.64,57,85,40,120
2024-01-03,Turkey,Meat,R002,52.9,69.9,Cold,,0.0,10.31,58,140,40,120
2024-01-03,Lamb,Meat,R001,52.9,69.9,Cold,,0.0,7.42,53,56,40,120
2024-01-03,Pork,Meat,R002,52.9,69.9,Cold,,0.0,11.3,59,158,40,120
2024-01-03,Shrimp,Seafood,R001,52.9,69.9,Cold,,0.17,11.69,31,126,25,75
2024-01-03,Prawns,Seafood,R001,52.9,69.9,Cold,,0.0,18.58,31,220,25,75
2024-01-03,Lobster,Seafood,R005,52.9,69.9,Cold,,0.0,18.67,28,118,25,75
2024-01-03,Crabs,Seafood,R005,52.9,69.9,Cold,,0.0,14.03,33,385,25,75
2024-01-03,Salmon,Seafood,R001,52.9,69.9,Cold,,0.08,21.3,33,350,25,75
2024-01-03,Cod,Seafood,R001,52.9,69.9,Cold,,0.0,14.25,30,124,25,75
2024-01-03,Icecream,Frozen,R001,52.9,69.9,Cold,,0.0,5.8,29,161,50,150
2024-01-03,Appetizers,Frozen,R003,52.9,69.9,Cold,,0.0,7.98,37,233,50,150
2024-01-03,Fruits and Berries,Frozen,R001,52.9,69.9,Cold,,0.0,4.49,36,222,50,150
2024-01-03,Meals and Sides,Frozen,R004,52.9,69.9,Cold,,0.0,4.1,33,125,50,150
2024-01-03,Pizza,Frozen,R001,52.9,69.9,Cold,,0.0,6.44,30,157,50,150
2024-01-03,Juices,Frozen,R004,52.9,69.9,Cold,,0.0,5.6,32,114,50,150
2024-01-03,Desserts and Dough,Frozen,R005,52.9,69.9,Cold,,0.1,8.23,43,131,50,150
2024-01-03,Popsicles,Frozen,R003,52.9,69.9,Cold,,0.0,4.48,33,293,50,150
2024-01-04,Cocoa & Hot chocolate,Hot Beverages,R002,42.5,70.0,Rainy,,0.0,10.69,90,196,50,150
2024-01-04,Coffee,Hot Beverages,R002,42.5,70.0,Rainy,,0.0,11.71,85,65,50,150
2024-01-04,Tea,Hot Beverages,R002,42.5,70.0,Rainy,,0.0,6.45,75,75,50,150
2024-01-04,Coconut water,Cold Beverages,R003,42.5,70.0,Rainy,,0.0,3.99,65,181,80,240
2024-01-04,Juice and smoothies,Cold Beverages,R003,42.5,70.0,Rainy,,0.0,1.98,70,114,80,240
2024-01-04,Soft drinks,Cold Beverages,R002,42.5,70.0,Rainy,,0.13,3.17,94,153,80,240
2024-01-04,Sports drinks,Cold Beverages,R004,42.5,70.0,Rainy,,0.0,1.72,66,159,80,240
2024-01-04,Water,Hydration,R005,42.5,70.0,Rainy,,0.0,2.13,66,269,100,300
2024-01-04,Sparkling water,Hydration,R005,42.5,70.0,Rainy,,0.0,1.22,73,231,100,300
2024-01-04,"Breakfast, syrup and cereal",Pantry,R004,42.5,70.0,Rainy,,0.0,5.52,80,111,60,180
2024-01-04,Condiments and spice,Pantry,R003,42.5,70.0,Rainy,,0.0,5.61,84,224,60,180
2024-01-04,"Grains, pasta",Pantry,R005,42.5,70.0,Rainy,,0.0,5.82,84,97,60,180
2024-01-04,Soups,Canned Goods,R002,42.5,70.0,Rainy,,0.0,1.82,87,121,70,210
2024-01-04,Vegetables,Canned Goods,R005,42.5,70.0,Rainy,,0.0,2.71,78,202,70,210
2024-01-04,Fruits,Canned Goods,R005,42.5,70.0,Rainy,,0.0,2.96,69,180,70,210
2024-01-04,Bagels and Muffins,Bread and Bakery,R003,42.5,70.0,Rainy,,0.0,2.89,87,153,40,120
2024-01-04,Sandwich breads,Bread and Bakery,R005,42.5,70.0,Rainy,,0.0,4.3,90,134,40,120
2024-01-04,Pitas and flatbreads,Bread and Bakery,R002,42.5,70.0,Rainy,,0.0,5.84,104,56,40,120
2024-01-04,Cookies and bakery snacks,Bread and Bakery,R005,42.5,70.0,Rainy,,0.0,5.08,90,85,40,120
2024-01-04,Baguettes and french breads,Bread and Bakery,R003,42.5,70.0,Rainy,,0.0,4.04,64,120,40,120
2024-01-04,Butter,"Dairy, eggs and cheese",R004,42.5,70.0,Rainy,,0.0,3.82,73,121,50,150
2024-01-04,Cheese - american,"Dairy, eggs and cheese",R005,42.5,70.0,Rainy,,0.0,7.71,66,150,50,150
2024-01-04,Cheese - cheddar,"Dairy, eggs and cheese",R002,42.5,70.0,Rainy,,0.0,2.5,72,158,50,150
2024-01-04,Cheese - mozerella,"Dairy, eggs and cheese",R004,42.5,70.0,Rainy,,0.0,6.55,56,150,50,150
2024-01-04,Milk and cream,"Dairy, eggs and cheese",R003,42.5,70.0,Rainy,,0.0,7.05,71,85,50,150
2024-01-04,Yogurt and pudding,"Dairy, eggs and cheese",R003,42.5,70.0,Rainy,,0.0,2.94,66,150,50,150
2024-01-04,Eggs,"Dairy, eggs and cheese",R005,42.5,70.0,Rainy,,0.2,3.95,90,150,50,150
2024-01-04,Strawberry,Fruits - Berries,R001,42.5,70.0,Rainy,,0.0,3.91,38,343,30,90
2024-01-04,Blueberry,Fruits - Berries,R004,42.5,70.0,Rainy,,0.0,4.62,41,44,30,90
2024-01-04,Raspberries,Fruits - Berries,R001,42.5,70.0,Rainy,,0.0,4.09,37,180,30,90
2024-01-04,Pineapple,Fruits - All weather,R003,42.5,70.0,Rainy,,0.0,1.38,70,175,60,180
2024-01-04,Banana,Fruits - All weather,R005,42.5,70.0,Rainy,,0.0,1.41,84,61,60,180
